Address,Suburb,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
4 Erica St,Windsor,2,h,1350000.0,S,Kay,27/11/2016,5.1,3181.0,2.0,1.0,2.0,181.0,,,Stonnington,-37.8549,145.0006,Southern Metropolitan,4380.0
22/17 Ellesmere Rd,Windsor,2,u,650000.0,VB,McGrath,28/05/2016,5.1,3181.0,2.0,1.0,1.0,0.0,,2014.0,Port Phillip,-37.8574,145.0006,Southern Metropolitan,4380.0
1/24 Green St,Windsor,3,h,1200000.0,S,Biggin,28/05/2016,5.1,3181.0,3.0,1.0,1.0,116.0,,,Stonnington,-37.8533,144.9913,Southern Metropolitan,4380.0
19 Newry St,Windsor,3,h,1320000.0,S,Jellis,28/05/2016,5.1,3181.0,3.0,1.0,0.0,365.0,,,Port Phillip,-37.8554,145.0001,Southern Metropolitan,4380.0
8/15 Wrexham Rd,Windsor,2,u,580000.0,S,Biggin,28/05/2016,5.1,3181.0,2.0,1.0,1.0,0.0,,1970.0,Stonnington,-37.8565,145.0011,Southern Metropolitan,4380.0
5/243 Dandenong Rd,Windsor,2,u,555000.0,PI,Kay,28/08/2016,5.1,3181.0,2.0,1.0,1.0,0.0,,1990.0,Port Phillip,-37.8585,145.0004,Southern Metropolitan,4380.0
8/14 Newry St,Windsor,2,u,474000.0,S,Beller,28/08/2016,5.1,3181.0,2.0,1.0,1.0,0.0,66.0,1985.0,Port Phillip,-37.8552,145.0005,Southern Metropolitan,4380.0
31 Raleigh St,Windsor,2,h,1350000.0,S,Jellis,28/08/2016,5.1,3181.0,2.0,1.0,1.0,157.0,101.0,1900.0,Port Phillip,-37.8522,144.986,Southern Metropolitan,4380.0
77 Raleigh St,Windsor,3,h,1910000.0,S,Marshall,28/08/2016,5.1,3181.0,3.0,3.0,1.0,143.0,89.0,1890.0,Stonnington,-37.8525,144.9881,Southern Metropolitan,4380.0
11 Tarcoola Dr,Yallambie,4,h,700000.0,S,Barry,3/09/2016,15.0,3085.0,4.0,1.0,1.0,530.0,,,Banyule,-37.7251,145.1053,Northern Metropolitan,1369.0
8 Ovata Cl,Yallambie,4,h,915000.0,S,Barry,4/03/2017,15.0,3085.0,4.0,3.0,1.0,531.0,237.0,1990.0,Banyule,-37.7198,145.1034,Northern Metropolitan,1369.0
70 Tarcoola Dr,Yallambie,3,h,810000.0,S,Buckingham,10/12/2016,15.0,3085.0,3.0,2.0,2.0,568.0,173.0,1975.0,Banyule,-37.7216,145.1066,Northern Metropolitan,1369.0
267 Yallambie Rd,Yallambie,3,h,753000.0,S,Barry,11/02/2017,15.0,3085.0,3.0,2.0,1.0,536.0,154.0,1975.0,Banyule,-37.7233,145.1045,Northern Metropolitan,1369.0
340 Yallambie Rd,Yallambie,3,h,602500.0,S,Ray,13/08/2016,15.0,3085.0,3.0,2.0,2.0,586.0,140.0,1970.0,Banyule,-37.7279,145.1017,Northern Metropolitan,1369.0
4 Coleen St,Yallambie,3,h,742000.0,S,Barry,15/10/2016,15.0,3085.0,3.0,1.0,1.0,614.0,117.0,1978.0,Banyule,-37.7305,145.08100000000005,Northern Metropolitan,1369.0
36 Longacres Rd,Yallambie,4,h,953000.0,S,Fletchers,15/10/2016,15.0,3085.0,4.0,2.0,2.0,551.0,150.0,1997.0,Banyule,-37.7302,145.0883,Northern Metropolitan,1369.0
5 Kurdian Ct,Yallambie,4,h,840000.0,S,Barry,16/07/2016,15.0,3085.0,4.0,2.0,2.0,761.0,,1970.0,Banyule,-37.7218,145.108,Northern Metropolitan,1369.0
2 Debra Ct,Yallambie,3,h,650000.0,S,hockingstuart,17/09/2016,15.0,3085.0,3.0,1.0,1.0,706.0,129.0,1970.0,Banyule,-37.731,145.0811,Northern Metropolitan,1369.0
342 Yallambie Rd,Yallambie,4,h,793000.0,S,Barry,18/03/2017,15.0,3085.0,4.0,2.0,1.0,592.0,,,Banyule,-37.728,145.1017,Northern Metropolitan,1369.0
4 Melliodora Pl,Yallambie,3,h,731000.0,S,hockingstuart,18/06/2016,15.0,3085.0,3.0,2.0,2.0,566.0,156.0,1991.0,Banyule,-37.7195,145.1034,Northern Metropolitan,1369.0
5 Crew St,Yallambie,3,h,710000.0,S,Miles,19/11/2016,15.0,3085.0,3.0,1.0,1.0,616.0,115.0,1960.0,Banyule,-37.7306,145.0854,Northern Metropolitan,1369.0
252 Yallambie Rd,Yallambie,3,h,720000.0,S,Buckingham,24/09/2016,15.0,3085.0,4.0,2.0,4.0,535.0,,,Banyule,-37.7225,145.1037,Northern Metropolitan,1369.0
5 Binalong Ct,Yallambie,3,h,720000.0,S,Barry,25/02/2017,15.0,3085.0,3.0,2.0,2.0,555.0,,1978.0,Banyule,-37.7214,145.1034,Northern Metropolitan,1369.0
27 Ovata Cl,Yallambie,3,h,936000.0,S,Buckingham,26/07/2016,15.0,3085.0,3.0,2.0,2.0,587.0,232.0,1994.0,Banyule,-37.72,145.1014,Northern Metropolitan,1369.0
17 Marigolds Rd,Yallambie,3,h,800000.0,S,Darren,27/11/2016,15.0,3085.0,3.0,2.0,2.0,660.0,,,Banyule,-37.7285,145.0845,Northern Metropolitan,1369.0
5 Amanda Ct,Yallambie,3,h,721000.0,S,Barry,28/08/2016,15.0,3085.0,3.0,1.0,1.0,687.0,122.0,1978.0,Banyule,-37.7303,145.0823,Northern Metropolitan,1369.0
13 Benbow St,Yarraville,3,h,1000000.0,S,Jas,3/09/2016,7.0,3013.0,3.0,2.0,1.0,448.0,147.0,1940.0,Maribyrnong,-37.8228,144.8799,Western Metropolitan,6543.0
6 Sanderson St,Yarraville,2,h,890000.0,SP,Village,3/09/2016,7.0,3013.0,3.0,1.0,2.0,471.0,103.0,1950.0,Maribyrnong,-37.8149,144.8707,Western Metropolitan,6543.0
40 Tarrengower St,Yarraville,2,h,760000.0,SP,Jas,3/09/2016,7.0,3013.0,2.0,1.0,1.0,134.0,,,Maribyrnong,-37.8176,144.8911,Western Metropolitan,6543.0
83 Tarrengower St,Yarraville,3,h,1165000.0,S,Village,3/09/2016,7.0,3013.0,3.0,1.0,0.0,191.0,105.0,1910.0,Maribyrnong,-37.8175,144.8879,Western Metropolitan,6543.0
4 Finlay St,Yarraville,4,h,1550000.0,S,Village,3/12/2016,7.0,3013.0,4.0,2.0,2.0,427.0,233.0,2010.0,Maribyrnong,-37.8187,144.8771,Western Metropolitan,6543.0
7/87 Gamon St,Yarraville,3,h,770000.0,VB,Jas,3/12/2016,7.0,3013.0,3.0,1.0,2.0,323.0,139.0,1960.0,Maribyrnong,-37.8108,144.8899,Western Metropolitan,6543.0
160 Hyde St,Yarraville,3,h,871000.0,S,Jas,3/12/2016,7.0,3013.0,3.0,2.0,2.0,428.0,100.0,1965.0,Maribyrnong,-37.8167,144.8965,Western Metropolitan,6543.0
1/194 Hyde St,Yarraville,3,h,780000.0,S,Village,3/12/2016,7.0,3013.0,3.0,2.0,2.0,213.0,120.0,2004.0,Maribyrnong,-37.8175,144.8964,Western Metropolitan,6543.0
3/27 Stephen St,Yarraville,2,t,650000.0,VB,Jas,3/12/2016,7.0,3013.0,2.0,1.0,1.0,0.0,2.0,1980.0,Maribyrnong,-37.8113,144.8955,Western Metropolitan,6543.0
41 Sussex St,Yarraville,3,h,770000.0,SP,Jas,3/12/2016,7.0,3013.0,2.0,1.0,1.0,138.0,82.0,1890.0,Maribyrnong,-37.82,144.891,Western Metropolitan,6543.0
29 Newcastle St,Yarraville,2,h,890000.0,S,hockingstuart,4/02/2016,7.0,3013.0,2.0,1.0,0.0,166.0,,1920.0,Maribyrnong,-37.8209,144.8913,Western Metropolitan,6543.0
60 Adeney St,Yarraville,3,h,960000.0,S,Sweeney,4/03/2017,7.0,3013.0,3.0,1.0,1.0,503.0,,,Maribyrnong,-37.8159,144.8626,Western Metropolitan,6543.0
76 Bishop St,Yarraville,4,h,1235000.0,SP,Jas,4/03/2017,7.0,3013.0,4.0,2.0,2.0,244.0,206.0,2011.0,Maribyrnong,-37.8139,144.8741,Western Metropolitan,6543.0
16A Gordon Pde,Yarraville,3,t,670000.0,PI,Jas,4/03/2017,7.0,3013.0,3.0,2.0,2.0,152.0,,,Maribyrnong,-37.8228,144.8833,Western Metropolitan,6543.0
1/11 Goulburn St,Yarraville,2,h,960000.0,S,Village,4/03/2017,7.0,3013.0,2.0,2.0,1.0,159.0,,,Maribyrnong,-37.8154,144.8917,Western Metropolitan,6543.0
5 Hood St,Yarraville,2,h,1000000.0,VB,Village,4/03/2017,7.0,3013.0,2.0,1.0,1.0,220.0,105.0,1910.0,Maribyrnong,-37.8115,144.8875,Western Metropolitan,6543.0
13 Pearce St,Yarraville,2,h,710000.0,S,Chisholm,4/03/2017,7.0,3013.0,2.0,1.0,0.0,164.0,,,Maribyrnong,-37.8198,144.8839,Western Metropolitan,6543.0
109 Powell St,Yarraville,3,h,1320000.0,S,Jas,4/03/2017,7.0,3013.0,3.0,2.0,2.0,473.0,171.0,1920.0,Maribyrnong,-37.8217,144.8842,Western Metropolitan,6543.0
13 Simpson St,Yarraville,3,h,1100000.0,VB,Village,4/03/2017,7.0,3013.0,3.0,2.0,0.0,214.0,129.0,1910.0,Maribyrnong,-37.8175,144.8929,Western Metropolitan,6543.0
7/88 Stephen St,Yarraville,2,u,782000.0,S,hockingstuart,4/03/2017,7.0,3013.0,2.0,1.0,1.0,1555.0,92.0,2013.0,Maribyrnong,-37.8156,144.8943,Western Metropolitan,6543.0
34 Wilkins St,Yarraville,3,h,931000.0,S,Douglas,4/03/2017,7.0,3013.0,3.0,1.0,1.0,442.0,,,Maribyrnong,-37.8182,144.8727,Western Metropolitan,6543.0
6 Clarendon St,Yarraville,3,h,910000.0,S,Village,4/06/2016,7.0,3013.0,3.0,3.0,2.0,197.0,109.0,2013.0,Maribyrnong,-37.8197,144.8875,Western Metropolitan,6543.0
1a Court St,Yarraville,2,h,796000.0,SP,Jas,4/06/2016,7.0,3013.0,2.0,1.0,1.0,188.0,,,Maribyrnong,-37.8184,144.8809,Western Metropolitan,6543.0
3 Cuming St,Yarraville,2,h,856000.0,S,Greg,4/06/2016,7.0,3013.0,2.0,1.0,1.0,261.0,100.0,1880.0,Maribyrnong,-37.8157,144.887,Western Metropolitan,6543.0
40 Freeman St,Yarraville,3,h,670000.0,VB,Village,4/06/2016,7.0,3013.0,3.0,1.0,1.0,477.0,120.0,1960.0,Maribyrnong,-37.8186,144.8736,Western Metropolitan,6543.0
25 Gray St,Yarraville,4,h,706000.0,S,Jas,4/06/2016,7.0,3013.0,2.0,1.0,0.0,165.0,93.0,1900.0,Maribyrnong,-37.819,144.895,Western Metropolitan,6543.0
101 Roberts St,Yarraville,3,h,1050000.0,S,hockingstuart,4/06/2016,7.0,3013.0,2.0,2.0,1.0,462.0,132.0,1960.0,Maribyrnong,-37.8128,144.8695,Western Metropolitan,6543.0
1/53 Stephen St,Yarraville,2,u,410000.0,PI,hockingstuart,6/08/2016,7.0,3013.0,2.0,0.0,0.0,0.0,,,Maribyrnong,-37.8129,144.8952,Western Metropolitan,6543.0
31 Frederick St,Yarraville,4,h,1320000.0,SP,Village,7/05/2016,7.0,3013.0,4.0,2.0,1.0,319.0,171.0,1915.0,Maribyrnong,-37.8197,144.8957,Western Metropolitan,6543.0
27 Regent St,Yarraville,3,h,1414000.0,S,Jas,7/11/2016,7.0,3013.0,3.0,2.0,2.0,230.0,,1900.0,Maribyrnong,-37.8124,144.8875,Western Metropolitan,6543.0
47 Bayview Rd,Yarraville,5,h,1815000.0,S,Village,8/10/2016,7.0,3013.0,5.0,2.0,2.0,644.0,172.0,1890.0,Maribyrnong,-37.8102,144.8857,Western Metropolitan,6543.0
2/8 Hughes St,Yarraville,2,h,630000.0,PI,Jas,8/10/2016,7.0,3013.0,2.0,1.0,1.0,148.0,79.0,2003.0,Maribyrnong,-37.822,144.89,Western Metropolitan,6543.0
50 Tongue St,Yarraville,4,h,1870000.0,S,Sweeney,8/10/2016,7.0,3013.0,4.0,1.0,3.0,766.0,167.0,1968.0,Maribyrnong,-37.8126,144.8905,Western Metropolitan,6543.0
60 Hamilton St,Yarraville,4,h,1785000.0,S,Village,10/09/2016,7.0,3013.0,4.0,2.0,2.0,640.0,,,Maribyrnong,-37.8104,144.8867,Western Metropolitan,6543.0
3/107 Somerville Rd,Yarraville,2,u,330000.0,VB,Jas,10/09/2016,7.0,3013.0,2.0,1.0,1.0,0.0,,1970.0,Maribyrnong,-37.8133,144.8865,Western Metropolitan,6543.0
44 Severn St,Yarraville,3,h,1930000.0,S,Jas,10/12/2016,7.0,3013.0,3.0,1.0,4.0,902.0,129.0,1920.0,Maribyrnong,-37.8153,144.8796,Western Metropolitan,6543.0
18 Free St,Yarraville,3,h,1035000.0,S,Jas,11/02/2017,7.0,3013.0,3.0,1.0,2.0,289.0,,,Maribyrnong,-37.8143,144.8865,Western Metropolitan,6543.0
122 Stephen St,Yarraville,1,u,510000.0,SP,hockingstuart,11/02/2017,7.0,3013.0,1.0,1.0,2.0,0.0,83.0,2004.0,Maribyrnong,-37.8173,144.894,Western Metropolitan,6543.0
9/51 Stephen St,Yarraville,2,u,381000.0,PI,Jas,11/02/2017,7.0,3013.0,2.0,1.0,1.0,0.0,65.0,1960.0,Maribyrnong,-37.8128,144.8953,Western Metropolitan,6543.0
113 Anderson St,Yarraville,3,t,1040000.0,S,Sweeney,12/11/2016,7.0,3013.0,2.0,2.0,0.0,352.0,152.0,2016.0,Maribyrnong,-37.8164,144.8869,Western Metropolitan,6543.0
52 Goulburn St,Yarraville,3,h,1419000.0,SP,Jas,12/11/2016,7.0,3013.0,3.0,1.0,2.0,270.0,,1920.0,Maribyrnong,-37.8148,144.8884,Western Metropolitan,6543.0
63 Hawkhurst St,Yarraville,3,h,1050000.0,S,Village,12/11/2016,7.0,3013.0,3.0,1.0,2.0,442.0,,1940.0,Maribyrnong,-37.8201,144.872,Western Metropolitan,6543.0
122 Stephen St,Yarraville,1,h,470000.0,PI,Jas,12/11/2016,7.0,3013.0,1.0,1.0,2.0,0.0,83.0,2004.0,Maribyrnong,-37.8173,144.894,Western Metropolitan,6543.0
280 Francis St,Yarraville,3,h,850000.0,S,Jas,13/08/2016,7.0,3013.0,3.0,1.0,1.0,444.0,,,Maribyrnong,-37.8193,144.8753,Western Metropolitan,6543.0
7/13 Stephen St,Yarraville,2,u,501344.0,SP,Sweeney,13/08/2016,7.0,3013.0,2.0,1.0,1.0,0.0,72.0,1950.0,Maribyrnong,-37.8106,144.8957,Western Metropolitan,6543.0
9 Stanger St,Yarraville,3,h,796000.0,S,Greg,14/05/2016,7.0,3013.0,3.0,1.0,1.0,464.0,120.0,1960.0,Maribyrnong,-37.8151,144.8638,Western Metropolitan,6543.0
27 Buninyong St,Yarraville,3,h,1217500.0,PI,Greg,15/10/2016,7.0,3013.0,3.0,3.0,1.0,217.0,,2016.0,Maribyrnong,-37.8188,144.8884,Western Metropolitan,6543.0
1a Kingston St,Yarraville,2,h,610000.0,SP,Jas,15/10/2016,7.0,3013.0,2.0,0.0,0.0,94.0,,,Maribyrnong,-37.815,144.8827,Western Metropolitan,6543.0
64 Bishop St,Yarraville,3,h,1055000.0,S,hockingstuart,16/04/2016,7.0,3013.0,3.0,1.0,3.0,670.0,116.0,1940.0,Maribyrnong,-37.8134,144.8745,Western Metropolitan,6543.0
4/16 Dean St,Yarraville,3,t,620000.0,VB,iOne,16/04/2016,7.0,3013.0,3.0,3.0,1.0,0.0,141.0,2014.0,Maribyrnong,-37.8194,144.8826,Western Metropolitan,6543.0
117 Francis St,Yarraville,4,h,660000.0,PI,Sweeney,16/04/2016,7.0,3013.0,4.0,1.0,2.0,360.0,,1910.0,Maribyrnong,-37.8212,144.8887,Western Metropolitan,6543.0
342 Francis St,Yarraville,3,h,681000.0,S,Sweeney,16/04/2016,7.0,3013.0,2.0,1.0,1.0,446.0,,,Maribyrnong,-37.8183,144.8666,Western Metropolitan,6543.0
5/69 Hamilton St,Yarraville,1,u,345000.0,S,hockingstuart/Village,16/04/2016,7.0,3013.0,1.0,1.0,1.0,0.0,47.0,1970.0,Maribyrnong,-37.8111,144.887,Western Metropolitan,6543.0
25 Norfolk St,Yarraville,3,h,950000.0,SP,Village,16/04/2016,7.0,3013.0,3.0,1.0,2.0,240.0,84.0,1880.0,Maribyrnong,-37.8202,144.8896,Western Metropolitan,6543.0
9 Pearce St,Yarraville,3,h,955000.0,S,Jellis,16/04/2016,7.0,3013.0,3.0,1.0,1.0,202.0,,,Maribyrnong,-37.8196,144.8839,Western Metropolitan,6543.0
11 Sanderson St,Yarraville,2,h,822000.0,S,Sweeney,16/04/2016,7.0,3013.0,2.0,1.0,3.0,539.0,,,Maribyrnong,-37.8152,144.8703,Western Metropolitan,6543.0
71 Bena St,Yarraville,2,h,760000.0,S,Jas,16/07/2016,7.0,3013.0,3.0,1.0,1.0,472.0,,,Maribyrnong,-37.824,144.8805,Western Metropolitan,6543.0
29 Frederick St,Yarraville,4,h,1200000.0,S,Village,16/07/2016,7.0,3013.0,4.0,2.0,2.0,417.0,157.0,1900.0,Maribyrnong,-37.8197,144.8969,Western Metropolitan,6543.0
59 Gent St,Yarraville,3,h,1005000.0,S,Sweeney,16/07/2016,7.0,3013.0,3.0,1.0,1.0,438.0,115.0,1960.0,Maribyrnong,-37.8177,144.8711,Western Metropolitan,6543.0
282 Hyde St,Yarraville,3,h,600000.0,VB,hockingstuart,16/07/2016,7.0,3013.0,4.0,1.0,1.0,0.0,,,Maribyrnong,-37.8222,144.8956,Western Metropolitan,6543.0
103/58 Ballarat St,Yarraville,1,u,381000.0,S,Sweeney,17/09/2016,7.0,3013.0,1.0,1.0,1.0,0.0,,,Maribyrnong,-37.8184,144.8904,Western Metropolitan,6543.0
136 Hyde St,Yarraville,4,h,1150000.0,S,hockingstuart,17/09/2016,7.0,3013.0,4.0,2.0,2.0,482.0,,,Maribyrnong,-37.815,144.8968,Western Metropolitan,6543.0
14 Lennox St,Yarraville,3,h,1020000.0,PI,Jas,18/03/2017,7.0,3013.0,3.0,1.0,1.0,248.0,,,Maribyrnong,-37.8157,144.8925,Western Metropolitan,6543.0
55 Ofarrell St,Yarraville,3,h,1250000.0,VB,Village,18/03/2017,7.0,3013.0,3.0,2.0,1.0,249.0,,,Maribyrnong,-37.8099,144.8859,Western Metropolitan,6543.0
7 Stewart St,Yarraville,4,h,1340000.0,VB,Village,18/03/2017,7.0,3013.0,4.0,2.0,0.0,297.0,175.0,1900.0,Maribyrnong,-37.8108,144.888,Western Metropolitan,6543.0
52 Severn St,Yarraville,3,h,865000.0,SP,Jas,18/06/2016,7.0,3013.0,3.0,1.0,1.0,189.0,87.0,1930.0,Maribyrnong,-37.8159,144.8795,Western Metropolitan,6543.0
347 Williamstown Rd,Yarraville,3,h,781500.0,S,Jas,18/06/2016,7.0,3013.0,2.0,1.0,2.0,341.0,132.0,1950.0,Maribyrnong,-37.8224,144.8818,Western Metropolitan,6543.0
15 Ofarrell St,Yarraville,4,h,1401000.0,S,Village,19/11/2016,7.0,3013.0,4.0,1.0,1.0,306.0,133.0,1910.0,Maribyrnong,-37.8102,144.8885,Western Metropolitan,6543.0
2/382 Williamstown Rd,Yarraville,2,h,630000.0,S,Jas,19/11/2016,7.0,3013.0,2.0,2.0,2.0,168.0,121.0,2000.0,Maribyrnong,-37.8225,144.8814,Western Metropolitan,6543.0
129 Roberts St,Yarraville,5,h,1137500.0,S,hockingstuart,22/05/2016,7.0,3013.0,2.0,3.0,4.0,446.0,244.0,1950.0,Maribyrnong,-37.8146,144.8692,Western Metropolitan,6543.0
198 Francis St,Yarraville,4,h,925000.0,S,hockingstuart,22/08/2016,7.0,3013.0,4.0,1.0,1.0,288.0,,,Maribyrnong,-37.8202,144.88299999999995,Western Metropolitan,6543.0
18 Frederick St,Yarraville,3,h,745000.0,S,hockingstuart,23/04/2016,7.0,3013.0,2.0,1.0,1.0,325.0,,,Maribyrnong,-37.8195,144.8973,Western Metropolitan,6543.0
2 Hood St,Yarraville,4,h,1158000.0,S,Jas,23/04/2016,7.0,3013.0,4.0,1.0,3.0,411.0,96.0,1910.0,Maribyrnong,-37.8117,144.8873,Western Metropolitan,6543.0
51 Sussex St,Yarraville,3,h,867000.0,S,RT,23/04/2016,7.0,3013.0,3.0,1.0,1.0,195.0,,,Maribyrnong,-37.8198,144.8904,Western Metropolitan,6543.0
9/11 Berry St,Yarraville,3,h,955000.0,S,Village,24/09/2016,7.0,3013.0,3.0,2.0,2.0,206.0,173.0,2006.0,Maribyrnong,-37.8127,144.8965,Western Metropolitan,6543.0
3 Freame St,Yarraville,3,h,1081000.0,SP,Village,24/09/2016,7.0,3013.0,3.0,1.0,1.0,448.0,104.0,1940.0,Maribyrnong,-37.8171,144.8753,Western Metropolitan,6543.0
443 Geelong Rd,Yarraville,3,h,725000.0,S,Sweeney,24/09/2016,7.0,3013.0,3.0,1.0,5.0,558.0,128.0,1940.0,Maribyrnong,-37.8119,144.868,Western Metropolitan,6543.0
43 Ballarat St,Yarraville,2,h,767000.0,S,Jas,25/02/2017,7.0,3013.0,2.0,1.0,0.0,128.0,80.0,1920.0,Maribyrnong,-37.8179,144.8908,Western Metropolitan,6543.0
42 Eirene St,Yarraville,2,h,951000.0,S,Sweeney,25/02/2017,7.0,3013.0,2.0,1.0,3.0,486.0,,,Maribyrnong,-37.8214,144.8796,Western Metropolitan,6543.0
14 Finlay St,Yarraville,4,h,1028000.0,S,Village,25/02/2017,7.0,3013.0,4.0,2.0,2.0,431.0,,,Maribyrnong,-37.8186,144.8764,Western Metropolitan,6543.0
112 Francis St,Yarraville,2,h,740000.0,S,Village,25/02/2017,7.0,3013.0,2.0,1.0,0.0,261.0,,,Maribyrnong,-37.8209,144.8896,Western Metropolitan,6543.0
20 Grace St,Yarraville,3,h,1450000.0,S,Village,25/02/2017,7.0,3013.0,3.0,2.0,2.0,542.0,211.0,2016.0,Maribyrnong,-37.811,144.8844,Western Metropolitan,6543.0
23 Lennox St,Yarraville,3,h,1430000.0,SP,Village,25/02/2017,7.0,3013.0,3.0,3.0,2.0,386.0,172.0,1940.0,Maribyrnong,-37.816,144.8936,Western Metropolitan,6543.0
38 Simpson St,Yarraville,3,h,1275000.0,SP,Village,25/02/2017,7.0,3013.0,3.0,1.0,2.0,229.0,128.0,1910.0,Maribyrnong,-37.8172,144.8919,Western Metropolitan,6543.0
122 Blackwood St,Yarraville,4,h,1606000.0,SP,Jas,26/07/2016,7.0,3013.0,4.0,2.0,3.0,455.0,178.0,1890.0,Maribyrnong,-37.8177,144.8839,Western Metropolitan,6543.0
75 Ballard St,Yarraville,4,h,970000.0,PI,Village,27/06/2016,7.0,3013.0,3.0,1.0,2.0,664.0,,1960.0,Maribyrnong,-37.8172,144.8676,Western Metropolitan,6543.0
38 Benbow St,Yarraville,2,h,780000.0,S,Hunter,27/06/2016,7.0,3013.0,2.0,1.0,1.0,435.0,114.0,1950.0,Maribyrnong,-37.8223,144.8779,Western Metropolitan,6543.0
76 Kidman St,Yarraville,3,h,670000.0,PI,Biggin,27/06/2016,7.0,3013.0,3.0,1.0,1.0,463.0,119.0,1950.0,Maribyrnong,-37.8137,144.8636,Western Metropolitan,6543.0
46 Wilson St,Yarraville,3,h,908000.0,S,hockingstuart,27/06/2016,7.0,3013.0,3.0,2.0,0.0,105.0,,1900.0,Maribyrnong,-37.8191,144.8909,Western Metropolitan,6543.0
23 Castlemaine St,Yarraville,3,h,1380000.0,S,Village,27/11/2016,7.0,3013.0,3.0,2.0,2.0,235.0,144.0,1910.0,Maribyrnong,-37.815,144.8928,Western Metropolitan,6543.0
5 Highgate St,Yarraville,3,h,966000.0,S,JMRE,27/11/2016,7.0,3013.0,3.0,2.0,2.0,456.0,,1970.0,Maribyrnong,-37.823,144.8768,Western Metropolitan,6543.0
3/64 Powell St,Yarraville,2,u,480500.0,SP,Jas,27/11/2016,7.0,3013.0,2.0,1.0,1.0,0.0,65.0,1970.0,Maribyrnong,-37.8182,144.8846,Western Metropolitan,6543.0
4 Regent St,Yarraville,4,h,1520000.0,VB,Jas,27/11/2016,7.0,3013.0,4.0,2.0,0.0,261.0,160.0,1910.0,Maribyrnong,-37.8123,144.8888,Western Metropolitan,6543.0
18 Tenterden St,Yarraville,3,h,845000.0,S,Jas,27/11/2016,7.0,3013.0,3.0,1.0,2.0,494.0,,,Maribyrnong,-37.8234,144.8742,Western Metropolitan,6543.0
10 Tuppen St,Yarraville,5,h,1287000.0,S,hockingstuart,27/11/2016,7.0,3013.0,5.0,2.0,2.0,488.0,213.0,1930.0,Maribyrnong,-37.8131,144.8778,Western Metropolitan,6543.0
4 Bena St,Yarraville,3,h,980000.0,S,Jas,28/05/2016,7.0,3013.0,3.0,1.0,2.0,463.0,,,Maribyrnong,-37.8185,144.8812,Western Metropolitan,6543.0
16/11 Berry St,Yarraville,3,t,800000.0,VB,Jas,28/05/2016,7.0,3013.0,3.0,2.0,1.0,169.0,150.0,2007.0,Maribyrnong,-37.8122,144.8965,Western Metropolitan,6543.0
30 Simpson St,Yarraville,3,h,1460000.0,SP,Village,28/05/2016,7.0,3013.0,3.0,1.0,2.0,463.0,119.0,1900.0,Maribyrnong,-37.8172,144.8924,Western Metropolitan,6543.0
7 Hughes St,Yarraville,3,h,840000.0,S,Village,28/08/2016,7.0,3013.0,4.0,1.0,1.0,470.0,127.0,1970.0,Maribyrnong,-37.822,144.8904,Western Metropolitan,6543.0
46 Kingston St,Yarraville,3,h,900500.0,S,Village,28/08/2016,7.0,3013.0,2.0,1.0,1.0,208.0,100.0,1970.0,Maribyrnong,-37.8145,144.8804,Western Metropolitan,6543.0
14 Pearce St,Yarraville,2,h,850000.0,S,Chisholm,28/08/2016,7.0,3013.0,2.0,1.0,1.0,201.0,,,Maribyrnong,-37.8196,144.8836,Western Metropolitan,6543.0
6/37 Stephen St,Yarraville,3,h,940000.0,S,Village,28/08/2016,7.0,3013.0,3.0,2.0,2.0,171.0,146.0,2007.0,Maribyrnong,-37.8124,144.8957,Western Metropolitan,6543.0
2/2 St Kinnord St,Aberfeldie,1,u,380000.0,S,Nelson,3/12/2016,9.1,3040.0,1.0,1.0,1.0,0.0,39.0,1990.0,Moonee Valley,-37.7561,144.9028,Western Metropolitan,1543.0
40 Clifton St,Aberfeldie,4,h,1646000.0,S,Rendina,4/03/2017,9.1,3040.0,4.0,3.0,2.0,757.0,157.0,1950.0,Moonee Valley,-37.7606,144.8909,Western Metropolitan,1543.0
6/8 Arthur St,Aberfeldie,2,u,442000.0,S,Nelson,7/05/2016,9.1,3040.0,2.0,1.0,1.0,0.0,,,Moonee Valley,-37.7589,144.89700000000005,Western Metropolitan,1543.0
8/257 Buckley St,Aberfeldie,2,u,470000.0,S,Brad,7/05/2016,9.1,3040.0,2.0,1.0,1.0,976.0,71.0,2000.0,Moonee Valley,-37.7557,144.9037,Western Metropolitan,1543.0
26a Fawkner St,Aberfeldie,3,h,760000.0,SP,McDonald,7/11/2016,9.1,3040.0,3.0,1.0,1.0,321.0,,1940.0,Moonee Valley,-37.757,144.89600000000004,Western Metropolitan,1543.0
21 May St,Aberfeldie,4,h,1346000.0,S,Nelson,8/10/2016,9.1,3040.0,2.0,2.0,2.0,559.0,204.0,1995.0,Moonee Valley,-37.7614,144.8925,Western Metropolitan,1543.0
25 Valencia St,Aberfeldie,2,h,1300000.0,S,Rendina,8/10/2016,9.1,3040.0,3.0,1.0,5.0,528.0,,,Moonee Valley,-37.7617,144.8987,Western Metropolitan,1543.0
